Code Example,Language,Design Pattern,Source,Unnamed: 4,embedding
"/**
 * The Memento interface provides a way to retrieve the memento's metadata, such
 * as creation date or name. However, it doesn't expose the Originator's state.
 */
class Memento {
 public:
  virtual ~Memento() {}
  virtual std::string GetName() const = 0;
  virtual std::string date() const = 0;
  virtual std::string state() const = 0;
};

/**
 * The Concrete Memento contains the infrastructure for storing the Originator's
 * state.
 */
class ConcreteMemento : public Memento {
 private:
  std::string state_;
  std::string date_;

 public:
  ConcreteMemento(std::string state) : state_(state) {
    this->state_ = state;
    std::time_t now = std::time(0);
    this->date_ = std::ctime(&now);
  }
  /**
   * The Originator uses this method when restoring its state.
   */
  std::string state() const override {
    return this->state_;
  }
  /**
   * The rest of the methods are used by the Caretaker to display metadata.
   */
  std::string GetName() const override {
    return this->date_ + "" / ("" + this->state_.substr(0, 9) + ""...)"";
  }
  std::string date() const override {
    return this->date_;
  }
};

/**
 * The Originator holds some important state that may change over time. It also
 * defines a method for saving the state inside a memento and another method for
 * restoring the state from it.
 */
class Originator {
  /**
   * @var string For the sake of simplicity, the originator's state is stored
   * inside a single variable.
   */
 private:
  std::string state_;

  std::string GenerateRandomString(int length = 10) {
    const char alphanum[] =
        ""0123456789""
        ""ABCDEFGHIJKLMNOPQRSTUVWXYZ""
        ""abcdefghijklmnopqrstuvwxyz"";
    int stringLength = sizeof(alphanum) - 1;

    std::string random_string;
    for (int i = 0; i < length; i++) {
      random_string += alphanum[std::rand() % stringLength];
    }
    return random_string;
  }

 public:
  Originator(std::string state) : state_(state) {
    std::cout << ""Originator: My initial state is: "" << this->state_ << ""\n"";
  }
  /**
   * The Originator's business logic may affect its internal state. Therefore,
   * the client should backup the state before launching methods of the business
   * logic via the save() method.
   */
  void DoSomething() {
    std::cout << ""Originator: I'm doing something important.\n"";
    this->state_ = this->GenerateRandomString(30);
    std::cout << ""Originator: and my state has changed to: "" << this->state_ << ""\n"";
  }

  /**
   * Saves the current state inside a memento.
   */
  Memento *Save() {
    return new ConcreteMemento(this->state_);
  }
  /**
   * Restores the Originator's state from a memento object.
   */
  void Restore(Memento *memento) {
    this->state_ = memento->state();
    std::cout << ""Originator: My state has changed to: "" << this->state_ << ""\n"";
  }
};

/**
 * The Caretaker doesn't depend on the Concrete Memento class. Therefore, it
 * doesn't have access to the originator's state, stored inside the memento. It
 * works with all mementos via the base Memento interface.
 */
class Caretaker {
  /**
   * @var Memento[]
   */
 private:
  std::vector<Memento *> mementos_;

  /**
   * @var Originator
   */
  Originator *originator_;

 public:
     Caretaker(Originator* originator) : originator_(originator) {
     }

     ~Caretaker() {
         for (auto m : mementos_) delete m;
     }

  void Backup() {
    std::cout << ""\nCaretaker: Saving Originator's state...\n"";
    this->mementos_.push_back(this->originator_->Save());
  }
  void Undo() {
    if (!this->mementos_.size()) {
      return;
    }
    Memento *memento = this->mementos_.back();
    this->mementos_.pop_back();
    std::cout << ""Caretaker: Restoring state to: "" << memento->GetName() << ""\n"";
    try {
      this->originator_->Restore(memento);
    } catch (...) {
      this->Undo();
    }
  }
  void ShowHistory() const {
    std::cout << ""Caretaker: Here's the list of mementos:\n"";
    for (Memento *memento : this->mementos_) {
      std::cout << memento->GetName() << ""\n"";
    }
  }
};
/**
 * Client code.
 */

void ClientCode() {
  Originator *originator = new Originator(""Super-duper-super-puper-super."");
  Caretaker *caretaker = new Caretaker(originator);
  caretaker->Backup();
  originator->DoSomething();
  caretaker->Backup();
  originator->DoSomething();
  caretaker->Backup();
  originator->DoSomething();
  std::cout << ""\n"";
  caretaker->ShowHistory();
  std::cout << ""\nClient: Now, let's rollback!\n\n"";
  caretaker->Undo();
  std::cout << ""\nClient: Once more!\n\n"";
  caretaker->Undo();

  delete originator;
  delete caretaker;
}

int main() {
  std::srand(static_cast<unsigned int>(std::time(NULL)));
  ClientCode();
  return 0;
}",C++,Memento,Refactoring Guru,https://refactoring.guru/design-patterns/memento/cpp/example#example-0,"[-2.29393363 -0.9378615   2.28803062 ... -1.93608952 -1.60109437
 -0.65946311]"
"#include <iostream>
#include <typeinfo>
/**
 * The base State class declares methods that all Concrete State should
 * implement and also provides a backreference to the Context object, associated
 * with the State. This backreference can be used by States to transition the
 * Context to another State.
 */

class Context;

class State {
  /**
   * @var Context
   */
 protected:
  Context *context_;

 public:
  virtual ~State() {
  }

  void set_context(Context *context) {
    this->context_ = context;
  }

  virtual void Handle1() = 0;
  virtual void Handle2() = 0;
};

/**
 * The Context defines the interface of interest to clients. It also maintains a
 * reference to an instance of a State subclass, which represents the current
 * state of the Context.
 */
class Context {
  /**
   * @var State A reference to the current state of the Context.
   */
 private:
  State *state_;

 public:
  Context(State *state) : state_(nullptr) {
    this->TransitionTo(state);
  }
  ~Context() {
    delete state_;
  }
  /**
   * The Context allows changing the State object at runtime.
   */
  void TransitionTo(State *state) {
    std::cout << ""Context: Transition to "" << typeid(*state).name() << "".\n"";
    if (this->state_ != nullptr)
      delete this->state_;
    this->state_ = state;
    this->state_->set_context(this);
  }
  /**
   * The Context delegates part of its behavior to the current State object.
   */
  void Request1() {
    this->state_->Handle1();
  }
  void Request2() {
    this->state_->Handle2();
  }
};

/**
 * Concrete States implement various behaviors, associated with a state of the
 * Context.
 */

class ConcreteStateA : public State {
 public:
  void Handle1() override;

  void Handle2() override {
    std::cout << ""ConcreteStateA handles request2.\n"";
  }
};

class ConcreteStateB : public State {
 public:
  void Handle1() override {
    std::cout << ""ConcreteStateB handles request1.\n"";
  }
  void Handle2() override {
    std::cout << ""ConcreteStateB handles request2.\n"";
    std::cout << ""ConcreteStateB wants to change the state of the context.\n"";
    this->context_->TransitionTo(new ConcreteStateA);
  }
};

void ConcreteStateA::Handle1() {
  {
    std::cout << ""ConcreteStateA handles request1.\n"";
    std::cout << ""ConcreteStateA wants to change the state of the context.\n"";

    this->context_->TransitionTo(new ConcreteStateB);
  }
}

/**
 * The client code.
 */
void ClientCode() {
  Context *context = new Context(new ConcreteStateA);
  context->Request1();
  context->Request2();
  delete context;
}

int main() {
  ClientCode();
  return 0;
}",C++,State,Refactoring Guru,https://refactoring.guru/design-patterns/state/cpp/example#example-0,"[-1.17375696 -2.46192074  1.56577516 ... -1.9759562  -2.00064802
 -0.1784382 ]"
"/**
 * The Abstract Class defines a template method that contains a skeleton of some
 * algorithm, composed of calls to (usually) abstract primitive operations.
 *
 * Concrete subclasses should implement these operations, but leave the template
 * method itself intact.
 */
class AbstractClass {
  /**
   * The template method defines the skeleton of an algorithm.
   */
 public:
  void TemplateMethod() const {
    this->BaseOperation1();
    this->RequiredOperations1();
    this->BaseOperation2();
    this->Hook1();
    this->RequiredOperation2();
    this->BaseOperation3();
    this->Hook2();
  }
  /**
   * These operations already have implementations.
   */
 protected:
  void BaseOperation1() const {
    std::cout << ""AbstractClass says: I am doing the bulk of the work\n"";
  }
  void BaseOperation2() const {
    std::cout << ""AbstractClass says: But I let subclasses override some operations\n"";
  }
  void BaseOperation3() const {
    std::cout << ""AbstractClass says: But I am doing the bulk of the work anyway\n"";
  }
  /**
   * These operations have to be implemented in subclasses.
   */
  virtual void RequiredOperations1() const = 0;
  virtual void RequiredOperation2() const = 0;
  /**
   * These are ""hooks."" Subclasses may override them, but it's not mandatory
   * since the hooks already have default (but empty) implementation. Hooks
   * provide additional extension points in some crucial places of the
   * algorithm.
   */
  virtual void Hook1() const {}
  virtual void Hook2() const {}
};
/**
 * Concrete classes have to implement all abstract operations of the base class.
 * They can also override some operations with a default implementation.
 */
class ConcreteClass1 : public AbstractClass {
 protected:
  void RequiredOperations1() const override {
    std::cout << ""ConcreteClass1 says: Implemented Operation1\n"";
  }
  void RequiredOperation2() const override {
    std::cout << ""ConcreteClass1 says: Implemented Operation2\n"";
  }
};
/**
 * Usually, concrete classes override only a fraction of base class' operations.
 */
class ConcreteClass2 : public AbstractClass {
 protected:
  void RequiredOperations1() const override {
    std::cout << ""ConcreteClass2 says: Implemented Operation1\n"";
  }
  void RequiredOperation2() const override {
    std::cout << ""ConcreteClass2 says: Implemented Operation2\n"";
  }
  void Hook1() const override {
    std::cout << ""ConcreteClass2 says: Overridden Hook1\n"";
  }
};
/**
 * The client code calls the template method to execute the algorithm. Client
 * code does not have to know the concrete class of an object it works with, as
 * long as it works with objects through the interface of their base class.
 */
void ClientCode(AbstractClass *class_) {
  // ...
  class_->TemplateMethod();
  // ...
}

int main() {
  std::cout << ""Same client code can work with different subclasses:\n"";
  ConcreteClass1 *concreteClass1 = new ConcreteClass1;
  ClientCode(concreteClass1);
  std::cout << ""\n"";
  std::cout << ""Same client code can work with different subclasses:\n"";
  ConcreteClass2 *concreteClass2 = new ConcreteClass2;
  ClientCode(concreteClass2);
  delete concreteClass1;
  delete concreteClass2;
  return 0;
}",C++,Template Method,Refactoring Guru,https://refactoring.guru/design-patterns/template-method/cpp/example#example-0,"[-2.31773686 -1.64909542  1.37349641 ... -0.98035556 -0.55874747
 -1.00042164]"
"/**
 * The Command interface declares a method for executing a command.
 */
class Command {
 public:
  virtual ~Command() {
  }
  virtual void Execute() const = 0;
};
/**
 * Some commands can implement simple operations on their own.
 */
class SimpleCommand : public Command {
 private:
  std::string pay_load_;

 public:
  explicit SimpleCommand(std::string pay_load) : pay_load_(pay_load) {
  }
  void Execute() const override {
    std::cout << ""SimpleCommand: See, I can do simple things like printing ("" << this->pay_load_ << "")\n"";
  }
};

/**
 * The Receiver classes contain some important business logic. They know how to
 * perform all kinds of operations, associated with carrying out a request. In
 * fact, any class may serve as a Receiver.
 */
class Receiver {
 public:
  void DoSomething(const std::string &a) {
    std::cout << ""Receiver: Working on ("" << a << "".)\n"";
  }
  void DoSomethingElse(const std::string &b) {
    std::cout << ""Receiver: Also working on ("" << b << "".)\n"";
  }
};

/**
 * However, some commands can delegate more complex operations to other objects,
 * called ""receivers.""
 */
class ComplexCommand : public Command {
  /**
   * @var Receiver
   */
 private:
  Receiver *receiver_;
  /**
   * Context data, required for launching the receiver's methods.
   */
  std::string a_;
  std::string b_;
  /**
   * Complex commands can accept one or several receiver objects along with any
   * context data via the constructor.
   */
 public:
  ComplexCommand(Receiver *receiver, std::string a, std::string b) : receiver_(receiver), a_(a), b_(b) {
  }
  /**
   * Commands can delegate to any methods of a receiver.
   */
  void Execute() const override {
    std::cout << ""ComplexCommand: Complex stuff should be done by a receiver object.\n"";
    this->receiver_->DoSomething(this->a_);
    this->receiver_->DoSomethingElse(this->b_);
  }
};

/**
 * The Invoker is associated with one or several commands. It sends a request to
 * the command.
 */
class Invoker {
  /**
   * @var Command
   */
 private:
  Command *on_start_;
  /**
   * @var Command
   */
  Command *on_finish_;
  /**
   * Initialize commands.
   */
 public:
  ~Invoker() {
    delete on_start_;
    delete on_finish_;
  }

  void SetOnStart(Command *command) {
    this->on_start_ = command;
  }
  void SetOnFinish(Command *command) {
    this->on_finish_ = command;
  }
  /**
   * The Invoker does not depend on concrete command or receiver classes. The
   * Invoker passes a request to a receiver indirectly, by executing a command.
   */
  void DoSomethingImportant() {
    std::cout << ""Invoker: Does anybody want something done before I begin?\n"";
    if (this->on_start_) {
      this->on_start_->Execute();
    }
    std::cout << ""Invoker: ...doing something really important...\n"";
    std::cout << ""Invoker: Does anybody want something done after I finish?\n"";
    if (this->on_finish_) {
      this->on_finish_->Execute();
    }
  }
};
/**
 * The client code can parameterize an invoker with any commands.
 */

int main() {
  Invoker *invoker = new Invoker;
  invoker->SetOnStart(new SimpleCommand(""Say Hi!""));
  Receiver *receiver = new Receiver;
  invoker->SetOnFinish(new ComplexCommand(receiver, ""Send email"", ""Save report""));
  invoker->DoSomethingImportant();

  delete invoker;
  delete receiver;

  return 0;
}",C++,Command,Refactoring Guru,https://refactoring.guru/design-patterns/command/cpp/example#example-0,"[-1.41343021 -1.58108413  1.47366989 ... -1.5445919  -2.5386281
 -0.46452829]"
"#include <iostream>
#include <string>
/**
 * The Mediator interface declares a method used by components to notify the
 * mediator about various events. The Mediator may react to these events and
 * pass the execution to other components.
 */
class BaseComponent;
class Mediator {
 public:
  virtual void Notify(BaseComponent *sender, std::string event) const = 0;
};

/**
 * The Base Component provides the basic functionality of storing a mediator's
 * instance inside component objects.
 */
class BaseComponent {
 protected:
  Mediator *mediator_;

 public:
  BaseComponent(Mediator *mediator = nullptr) : mediator_(mediator) {
  }
  void set_mediator(Mediator *mediator) {
    this->mediator_ = mediator;
  }
};

/**
 * Concrete Components implement various functionality. They don't depend on
 * other components. They also don't depend on any concrete mediator classes.
 */
class Component1 : public BaseComponent {
 public:
  void DoA() {
    std::cout << ""Component 1 does A.\n"";
    this->mediator_->Notify(this, ""A"");
  }
  void DoB() {
    std::cout << ""Component 1 does B.\n"";
    this->mediator_->Notify(this, ""B"");
  }
};

class Component2 : public BaseComponent {
 public:
  void DoC() {
    std::cout << ""Component 2 does C.\n"";
    this->mediator_->Notify(this, ""C"");
  }
  void DoD() {
    std::cout << ""Component 2 does D.\n"";
    this->mediator_->Notify(this, ""D"");
  }
};

/**
 * Concrete Mediators implement cooperative behavior by coordinating several
 * components.
 */
class ConcreteMediator : public Mediator {
 private:
  Component1 *component1_;
  Component2 *component2_;

 public:
  ConcreteMediator(Component1 *c1, Component2 *c2) : component1_(c1), component2_(c2) {
    this->component1_->set_mediator(this);
    this->component2_->set_mediator(this);
  }
  void Notify(BaseComponent *sender, std::string event) const override {
    if (event == ""A"") {
      std::cout << ""Mediator reacts on A and triggers following operations:\n"";
      this->component2_->DoC();
    }
    if (event == ""D"") {
      std::cout << ""Mediator reacts on D and triggers following operations:\n"";
      this->component1_->DoB();
      this->component2_->DoC();
    }
  }
};

/**
 * The client code.
 */

void ClientCode() {
  Component1 *c1 = new Component1;
  Component2 *c2 = new Component2;
  ConcreteMediator *mediator = new ConcreteMediator(c1, c2);
  std::cout << ""Client triggers operation A.\n"";
  c1->DoA();
  std::cout << ""\n"";
  std::cout << ""Client triggers operation D.\n"";
  c2->DoD();

  delete c1;
  delete c2;
  delete mediator;
}

int main() {
  ClientCode();
  return 0;
}",C++,Mediator,Refactoring Guru,https://refactoring.guru/design-patterns/mediator/cpp/example#example-0,"[-0.55168045 -2.40965557  2.41011667 ... -1.35996413 -2.01531672
 -0.80653417]"
"/**
 * Observer Design Pattern
 *
 * Intent: Lets you define a subscription mechanism to notify multiple objects
 * about any events that happen to the object they're observing.
 *
 * Note that there's a lot of different terms with similar meaning associated
 * with this pattern. Just remember that the Subject is also called the
 * Publisher and the Observer is often called the Subscriber and vice versa.
 * Also the verbs ""observe"", ""listen"" or ""track"" usually mean the same thing.
 */

#include <iostream>
#include <list>
#include <string>

class IObserver {
 public:
  virtual ~IObserver(){};
  virtual void Update(const std::string &message_from_subject) = 0;
};

class ISubject {
 public:
  virtual ~ISubject(){};
  virtual void Attach(IObserver *observer) = 0;
  virtual void Detach(IObserver *observer) = 0;
  virtual void Notify() = 0;
};

/**
 * The Subject owns some important state and notifies observers when the state
 * changes.
 */

class Subject : public ISubject {
 public:
  virtual ~Subject() {
    std::cout << ""Goodbye, I was the Subject.\n"";
  }

  /**
   * The subscription management methods.
   */
  void Attach(IObserver *observer) override {
    list_observer_.push_back(observer);
  }
  void Detach(IObserver *observer) override {
    list_observer_.remove(observer);
  }
  void Notify() override {
    std::list<IObserver *>::iterator iterator = list_observer_.begin();
    HowManyObserver();
    while (iterator != list_observer_.end()) {
      (*iterator)->Update(message_);
      ++iterator;
    }
  }

  void CreateMessage(std::string message = ""Empty"") {
    this->message_ = message;
    Notify();
  }
  void HowManyObserver() {
    std::cout << ""There are "" << list_observer_.size() << "" observers in the list.\n"";
  }

  /**
   * Usually, the subscription logic is only a fraction of what a Subject can
   * really do. Subjects commonly hold some important business logic, that
   * triggers a notification method whenever something important is about to
   * happen (or after it).
   */
  void SomeBusinessLogic() {
    this->message_ = ""change message message"";
    Notify();
    std::cout << ""I'm about to do some thing important\n"";
  }

 private:
  std::list<IObserver *> list_observer_;
  std::string message_;
};

class Observer : public IObserver {
 public:
  Observer(Subject &subject) : subject_(subject) {
    this->subject_.Attach(this);
    std::cout << ""Hi, I'm the Observer \"""" << ++Observer::static_number_ << ""\"".\n"";
    this->number_ = Observer::static_number_;
  }
  virtual ~Observer() {
    std::cout << ""Goodbye, I was the Observer \"""" << this->number_ << ""\"".\n"";
  }

  void Update(const std::string &message_from_subject) override {
    message_from_subject_ = message_from_subject;
    PrintInfo();
  }
  void RemoveMeFromTheList() {
    subject_.Detach(this);
    std::cout << ""Observer \"""" << number_ << ""\"" removed from the list.\n"";
  }
  void PrintInfo() {
    std::cout << ""Observer \"""" << this->number_ << ""\"": a new message is available --> "" << this->message_from_subject_ << ""\n"";
  }

 private:
  std::string message_from_subject_;
  Subject &subject_;
  static int static_number_;
  int number_;
};

int Observer::static_number_ = 0;

void ClientCode() {
  Subject *subject = new Subject;
  Observer *observer1 = new Observer(*subject);
  Observer *observer2 = new Observer(*subject);
  Observer *observer3 = new Observer(*subject);
  Observer *observer4;
  Observer *observer5;

  subject->CreateMessage(""Hello World! :D"");
  observer3->RemoveMeFromTheList();

  subject->CreateMessage(""The weather is hot today! :p"");
  observer4 = new Observer(*subject);

  observer2->RemoveMeFromTheList();
  observer5 = new Observer(*subject);

  subject->CreateMessage(""My new car is great! ;)"");
  observer5->RemoveMeFromTheList();

  observer4->RemoveMeFromTheList();
  observer1->RemoveMeFromTheList();

  delete observer5;
  delete observer4;
  delete observer3;
  delete observer2;
  delete observer1;
  delete subject;
}

int main() {
  ClientCode();
  return 0;
}",C++,Observer,Refactoring Guru,https://refactoring.guru/design-patterns/observer/cpp/example#example-0,"[-1.25618017 -1.68024051  1.39745128 ... -2.3012166  -1.43591273
 -1.17486238]"
"/**
 * The Strategy interface declares operations common to all supported versions
 * of some algorithm.
 *
 * The Context uses this interface to call the algorithm defined by Concrete
 * Strategies.
 */
class Strategy
{
public:
    virtual ~Strategy() = default;
    virtual std::string doAlgorithm(std::string_view data) const = 0;
};

/**
 * The Context defines the interface of interest to clients.
 */

class Context
{
    /**
     * @var Strategy The Context maintains a reference to one of the Strategy
     * objects. The Context does not know the concrete class of a strategy. It
     * should work with all strategies via the Strategy interface.
     */
private:
    std::unique_ptr<Strategy> strategy_;
    /**
     * Usually, the Context accepts a strategy through the constructor, but also
     * provides a setter to change it at runtime.
     */
public:
    explicit Context(std::unique_ptr<Strategy> &&strategy = {}) : strategy_(std::move(strategy))
    {
    }
    /**
     * Usually, the Context allows replacing a Strategy object at runtime.
     */
    void set_strategy(std::unique_ptr<Strategy> &&strategy)
    {
        strategy_ = std::move(strategy);
    }
    /**
     * The Context delegates some work to the Strategy object instead of
     * implementing +multiple versions of the algorithm on its own.
     */
    void doSomeBusinessLogic() const
    {
        if (strategy_) {
            std::cout << ""Context: Sorting data using the strategy (not sure how it'll do it)\n"";
            std::string result = strategy_->doAlgorithm(""aecbd"");
            std::cout << result << ""\n"";
        } else {
            std::cout << ""Context: Strategy isn't set\n"";
        }
    }
};

/**
 * Concrete Strategies implement the algorithm while following the base Strategy
 * interface. The interface makes them interchangeable in the Context.
 */
class ConcreteStrategyA : public Strategy
{
public:
    std::string doAlgorithm(std::string_view data) const override
    {
        std::string result(data);
        std::sort(std::begin(result), std::end(result));

        return result;
    }
};
class ConcreteStrategyB : public Strategy
{
    std::string doAlgorithm(std::string_view data) const override
    {
        std::string result(data);
        std::sort(std::begin(result), std::end(result), std::greater<>());

        return result;
    }
};
/**
 * The client code picks a concrete strategy and passes it to the context. The
 * client should be aware of the differences between strategies in order to make
 * the right choice.
 */

void clientCode()
{
    Context context(std::make_unique<ConcreteStrategyA>());
    std::cout << ""Client: Strategy is set to normal sorting.\n"";
    context.doSomeBusinessLogic();
    std::cout << ""\n"";
    std::cout << ""Client: Strategy is set to reverse sorting.\n"";
    context.set_strategy(std::make_unique<ConcreteStrategyB>());
    context.doSomeBusinessLogic();
}

int main()
{
    clientCode();
    return 0;
}",C++,Strategy,Refactoring Guru,https://refactoring.guru/design-patterns/strategy/cpp/example#example-0,"[-0.11875068 -2.42881322  2.13997388 ... -0.71905607 -1.58513212
 -1.4995451 ]"
"/**
 * The Visitor Interface declares a set of visiting methods that correspond to
 * component classes. The signature of a visiting method allows the visitor to
 * identify the exact class of the component that it's dealing with.
 */
class ConcreteComponentA;
class ConcreteComponentB;

class Visitor {
 public:
  virtual void VisitConcreteComponentA(const ConcreteComponentA *element) const = 0;
  virtual void VisitConcreteComponentB(const ConcreteComponentB *element) const = 0;
};

/**
 * The Component interface declares an `accept` method that should take the base
 * visitor interface as an argument.
 */

class Component {
 public:
  virtual ~Component() {}
  virtual void Accept(Visitor *visitor) const = 0;
};

/**
 * Each Concrete Component must implement the `Accept` method in such a way that
 * it calls the visitor's method corresponding to the component's class.
 */
class ConcreteComponentA : public Component {
  /**
   * Note that we're calling `visitConcreteComponentA`, which matches the
   * current class name. This way we let the visitor know the class of the
   * component it works with.
   */
 public:
  void Accept(Visitor *visitor) const override {
    visitor->VisitConcreteComponentA(this);
  }
  /**
   * Concrete Components may have special methods that don't exist in their base
   * class or interface. The Visitor is still able to use these methods since
   * it's aware of the component's concrete class.
   */
  std::string ExclusiveMethodOfConcreteComponentA() const {
    return ""A"";
  }
};

class ConcreteComponentB : public Component {
  /**
   * Same here: visitConcreteComponentB => ConcreteComponentB
   */
 public:
  void Accept(Visitor *visitor) const override {
    visitor->VisitConcreteComponentB(this);
  }
  std::string SpecialMethodOfConcreteComponentB() const {
    return ""B"";
  }
};

/**
 * Concrete Visitors implement several versions of the same algorithm, which can
 * work with all concrete component classes.
 *
 * You can experience the biggest benefit of the Visitor pattern when using it
 * with a complex object structure, such as a Composite tree. In this case, it
 * might be helpful to store some intermediate state of the algorithm while
 * executing visitor's methods over various objects of the structure.
 */
class ConcreteVisitor1 : public Visitor {
 public:
  void VisitConcreteComponentA(const ConcreteComponentA *element) const override {
    std::cout << element->ExclusiveMethodOfConcreteComponentA() << "" + ConcreteVisitor1\n"";
  }

  void VisitConcreteComponentB(const ConcreteComponentB *element) const override {
    std::cout << element->SpecialMethodOfConcreteComponentB() << "" + ConcreteVisitor1\n"";
  }
};

class ConcreteVisitor2 : public Visitor {
 public:
  void VisitConcreteComponentA(const ConcreteComponentA *element) const override {
    std::cout << element->ExclusiveMethodOfConcreteComponentA() << "" + ConcreteVisitor2\n"";
  }
  void VisitConcreteComponentB(const ConcreteComponentB *element) const override {
    std::cout << element->SpecialMethodOfConcreteComponentB() << "" + ConcreteVisitor2\n"";
  }
};
/**
 * The client code can run visitor operations over any set of elements without
 * figuring out their concrete classes. The accept operation directs a call to
 * the appropriate operation in the visitor object.
 */
void ClientCode(std::array<const Component *, 2> components, Visitor *visitor) {
  // ...
  for (const Component *comp : components) {
    comp->Accept(visitor);
  }
  // ...
}

int main() {
  std::array<const Component *, 2> components = {new ConcreteComponentA, new ConcreteComponentB};
  std::cout << ""The client code works with all visitors via the base Visitor interface:\n"";
  ConcreteVisitor1 *visitor1 = new ConcreteVisitor1;
  ClientCode(components, visitor1);
  std::cout << ""\n"";
  std::cout << ""It allows the same client code to work with different types of visitors:\n"";
  ConcreteVisitor2 *visitor2 = new ConcreteVisitor2;
  ClientCode(components, visitor2);

  for (const Component *comp : components) {
    delete comp;
  }
  delete visitor1;
  delete visitor2;

  return 0;
}",C++,Visitor,Refactoring Guru,https://refactoring.guru/design-patterns/visitor/cpp/example#example-0,"[-1.37300742 -2.60978603  2.06294775 ... -1.05839741 -2.42831683
 -1.33156097]"
"#[derive(Clone)]
struct Circle {
    pub x: u32,
    pub y: u32,
    pub radius: u32,
}

fn main() {
    let circle1 = Circle {
        x: 10,
        y: 15,
        radius: 10,
    };

    // Prototype in action.
    let mut circle2 = circle1.clone();
    circle2.radius = 77;

    println!(""Circle 1: {}, {}, {}"", circle1.x, circle1.y, circle1.radius);
    println!(""Circle 2: {}, {}, {}"", circle2.x, circle2.y, circle2.radius);
}",Rust,Prototype,Refactoring Guru,https://refactoring.guru/design-patterns/prototype/rust/example#example-0,"[-0.83767533 -1.80997682  1.70686543 ... -1.52834976 -0.49813351
 -0.67590427]"
"//! A pure safe way to implement Singleton in Rust is using no static variables
//! and passing everything around through function arguments.
//! The oldest living variable is an object created at the start of the `main()`.

fn change(global_state: &mut u32) {
    *global_state += 1;
}

fn main() {
    let mut global_state = 0u32;

    change(&mut global_state);

    println!(""Final state: {}"", global_state);
}",Rust,Singleton,Refactoring Guru,https://refactoring.guru/design-patterns/singleton/rust/example#example-0,"[-1.49052882 -1.85997307  1.30014062 ... -2.02524233  0.37122461
 -0.14569104]"
"use std::io::{BufReader, Cursor, Read};

fn main() {
    let mut buf = [0u8; 10];

    // A buffered reader decorates a vector reader which wraps input data.
    let mut input = BufReader::new(Cursor::new(""Input data""));

    input.read(&mut buf).ok();

    print!(""Read from a buffered reader: "");

    for byte in buf {
        print!(""{}"", char::from(byte));
    }

    println!();
}",Rust,Decorator,Refactoring Guru,https://refactoring.guru/design-patterns/decorator/rust/example#example-0,"[-0.19493106 -1.467839    0.64669073 ... -2.1021378   0.56611687
  0.34422243]"
"trait Memento<T> {
    fn restore(self) -> T;
    fn print(&self);
}

struct Originator {
    state: u32,
}

impl Originator {
    pub fn save(&self) -> OriginatorBackup {
        OriginatorBackup {
            state: self.state.to_string(),
        }
    }
}

struct OriginatorBackup {
    state: String,
}

impl Memento<Originator> for OriginatorBackup {
    fn restore(self) -> Originator {
        Originator {
            state: self.state.parse().unwrap(),
        }
    }

    fn print(&self) {
        println!(""Originator backup: '{}'"", self.state);
    }
}

fn main() {
    let mut history = Vec::<OriginatorBackup>::new();

    let mut originator = Originator { state: 0 };

    originator.state = 1;
    history.push(originator.save());

    originator.state = 2;
    history.push(originator.save());

    for moment in history.iter() {
        moment.print();
    }

    let originator = history.pop().unwrap().restore();
    println!(""Restored to state: {}"", originator.state);

    let originator = history.pop().unwrap().restore();
    println!(""Restored to state: {}"", originator.state);
}",Rust,Memento,Refactoring Guru,https://refactoring.guru/design-patterns/memento/rust/example#example-0,"[-0.37923035 -1.59811878  2.45257711 ... -1.25588048 -0.69562644
 -0.79120475]"
"trait TemplateMethod {
    fn template_method(&self) {
        self.base_operation1();
        self.required_operations1();
        self.base_operation2();
        self.hook1();
        self.required_operations2();
        self.base_operation3();
        self.hook2();
    }

    fn base_operation1(&self) {
        println!(""TemplateMethod says: I am doing the bulk of the work"");
    }

    fn base_operation2(&self) {
        println!(""TemplateMethod says: But I let subclasses override some operations"");
    }

    fn base_operation3(&self) {
        println!(""TemplateMethod says: But I am doing the bulk of the work anyway"");
    }

    fn hook1(&self) {}
    fn hook2(&self) {}

    fn required_operations1(&self);
    fn required_operations2(&self);
}

struct ConcreteStruct1;

impl TemplateMethod for ConcreteStruct1 {
    fn required_operations1(&self) {
        println!(""ConcreteStruct1 says: Implemented Operation1"")
    }

    fn required_operations2(&self) {
        println!(""ConcreteStruct1 says: Implemented Operation2"")
    }
}

struct ConcreteStruct2;

impl TemplateMethod for ConcreteStruct2 {
    fn required_operations1(&self) {
        println!(""ConcreteStruct2 says: Implemented Operation1"")
    }

    fn required_operations2(&self) {
        println!(""ConcreteStruct2 says: Implemented Operation2"")
    }
}

fn client_code(concrete: impl TemplateMethod) {
    concrete.template_method()
}

fn main() {
    println!(""Same client code can work with different concrete implementations:"");
    client_code(ConcreteStruct1);
    println!();

    println!(""Same client code can work with different concrete implementations:"");
    client_code(ConcreteStruct2);
}",Rust,Template Method,Refactoring Guru,https://refactoring.guru/design-patterns/template-method/rust/example#example-0,"[-1.31663108 -0.90124613  2.15181661 ... -1.85524678  0.64702839
 -0.15090474]"
